name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace
Ó. Estupiñán ST,25,73,76,"Hull City
2022 ~ 2025",228761,"182cm / 6'0""",87kg / 192lbs,Left,75,ST,3,€4.1M,€16K,€8.1M,329,46,74,82,58,69,305,67,61,60,47,70,350,70,69,65,73,73,384,77,85,75,80,67,293,80,24,77,48,64,67,84,30,30,24,51,11,11,14,9,6,1796,374,1,69,73,52,68,33
V. Marchetti CDM CM LB,24,71,76,"Ajaccio
2020 ~ 2024",228774,"181cm / 5'11""",71kg / 157lbs,Left,72,CDM,5,€2.6M,€10K,€5.4M,307,62,48,62,76,59,325,69,61,58,67,70,350,68,68,78,68,68,328,63,61,73,71,60,317,68,66,60,66,57,68,207,68,70,69,56,12,10,10,15,9,1890,399,1,68,55,68,70,68
André Silva ST,26,81,82,"RB Leipzig
2021 ~ 2026",228941,"185cm / 6'1""",84kg / 185lbs,Right,82,ST,1,€31M,€68K,€55M,389,60,83,84,79,83,345,82,77,39,63,84,384,76,72,77,84,75,403,82,88,79,76,78,374,75,59,82,74,84,84,110,36,40,34,53,14,13,7,11,8,2058,431,3,74,82,70,82,46
M. Svanberg CM CDM,23,76,80,"VfL Wolfsburg
2022 ~ 2027",228946,"185cm / 6'1""",77kg / 170lbs,Right,78,CAM,4,€10.5M,€35K,€18.6M,296,68,64,32,79,53,360,77,66,63,75,79,371,74,79,76,75,67,358,74,63,76,68,77,337,65,71,66,78,57,73,189,62,66,61,46,7,6,13,8,12,1957,428,1,77,68,75,77,62
J. Kliment ST,28,70,70,"Viktoria Plzeň
2022 ~ 2024",229154,"185cm / 6'1""",73kg / 161lbs,Right,70,ST,0,€1.6M,€700,€3.5M,326,56,71,68,66,65,304,69,56,55,53,71,353,73,77,68,68,67,340,68,77,58,75,62,296,68,32,75,60,61,66,74,25,28,21,56,14,10,12,10,10,1749,372,1,75,68,60,69,31
M. Rashica RM LM,26,76,77,"Galatasaray
May 31, 2023 On loan",229167,"177cm / 5'10""",73kg / 161lbs,Right,76,RM,1,€9M,€42K,€0,341,72,72,50,73,74,363,76,78,69,65,75,404,85,80,86,71,82,353,85,47,83,65,73,344,73,52,73,72,74,74,139,63,40,36,48,7,14,7,14,6,1992,425,1,82,75,71,77,50
Jorge Miramón RB RWB RM,33,70,70,"Leganés
2022 ~ 2024",229359,"175cm / 5'9""",74kg / 163lbs,Right,70,RB,0,€825K,€7K,€1.3M,315,73,58,59,71,54,333,63,68,59,71,72,350,70,71,70,66,73,321,61,62,74,71,53,335,69,65,65,73,63,66,197,63,68,66,63,11,10,15,14,13,1914,403,1,71,58,71,67,65
S. Gartenmann CB,25,70,74,"Midtjylland
2022 ~ 2025",229436,"185cm / 6'1""",75kg / 165lbs,Right,72,CB,4,€2M,€13K,€2.8M,240,60,22,70,61,27,257,54,51,28,58,66,314,55,68,56,70,65,328,54,84,76,82,32,281,67,69,51,57,37,68,208,71,70,67,57,12,8,9,14,14,1685,360,1,62,33,57,60,70
M. Matviienko CB LB,26,74,77,"Shakhtar Donetsk
2015 ~ 2025",229528,"182cm / 6'0""",74kg / 163lbs,Left,76,CB,3,€4.9M,€850,€11.1M,296,66,40,74,79,37,276,68,42,23,75,68,360,75,76,71,69,69,338,73,72,74,75,44,294,70,69,60,60,35,72,227,76,76,75,45,10,10,5,9,11,1836,408,1,76,48,67,69,74
M. Degenek CB,28,71,71,"Columbus Crew
2022 ~ 2023",229585,"187cm / 6'2""",82kg / 181lbs,Right,71,CB,0,€1.6M,€6K,€2.4M,314,60,59,68,70,57,295,52,69,44,71,59,364,78,76,75,70,65,377,70,81,81,84,61,330,81,69,55,67,58,74,206,67,69,70,55,14,12,7,10,12,1941,414,1,77,61,66,59,68
B. Heynen CDM CM,25,77,80,"Genk
2014 ~ 2026",229659,"183cm / 6'0""",73kg / 161lbs,Right,79,CM,3,€12.5M,€16K,€19.7M,362,67,74,67,79,75,368,73,74,68,76,77,346,64,65,69,79,69,367,75,67,88,68,69,366,73,71,75,76,71,81,216,76,74,66,43,7,12,6,8,10,2068,434,1,65,73,75,74,73
22 N. Benedetti CAM LM,24,72,77,"Mazatlán
2022 ~ 2023",229699,"177cm / 5'10""",73kg / 161lbs,Right,74,CAM,5,€3.5M,€9K,€6.2M,293,59,68,42,74,50,345,76,64,63,67,75,368,77,75,76,68,72,326,74,50,74,59,69,294,60,41,68,71,54,70,117,46,42,29,43,7,7,13,10,6,1786,392,1,76,68,68,75,42
T. Davies CM CDM,24,74,76,"Everton
2015 ~ 2023",230005,"180cm / 5'11""",70kg / 154lbs,Right,76,CM,2,€5.5M,€29K,€10.9M,311,66,64,61,78,42,353,76,64,61,75,77,334,66,64,63,72,69,328,70,56,70,65,67,343,84,68,67,75,49,76,211,68,74,69,56,11,12,9,14,10,1936,415,1,65,64,73,74,69
J. Aidoo CB,26,79,81,"Celta de Vigo
2019 ~ 2026",230021,"184cm / 6'0""",80kg / 176lbs,Right,81,CB,2,€19M,€26K,€41.3M,226,34,18,79,74,21,196,35,24,28,50,59,357,69,79,68,73,68,331,50,86,81,91,23,249,88,82,25,23,31,63,232,74,80,78,45,11,6,9,13,6,1636,365,1,75,27,47,50,78
J. Worrall CB,25,74,76,"Nottingham Forest
2015 ~ 2024",230708,"190cm / 6'3""",90kg / 198lbs,Right,76,CB,2,€4.7M,€42K,€9.3M,233,39,20,76,68,30,213,35,27,29,68,54,261,52,52,43,68,46,279,34,76,65,82,22,237,72,73,27,30,35,63,227,76,75,76,50,11,11,5,9,14,1500,323,1,52,25,51,45,75
R. Manaj ST,25,72,76,"Watford
2022 ~ 2025",230800,"182cm / 6'0""",76kg / 168lbs,Right,74,ST,4,€3.3M,€31K,€6.5M,322,43,75,70,68,66,289,71,42,57,46,73,340,67,67,60,71,75,344,72,67,63,75,67,269,65,12,72,49,71,67,77,42,14,21,47,7,10,8,8,14,1688,362,1,67,72,54,71,28
S. Sarr CDM CM,26,68,72,"Chaves
2022 ~ 2023",230995,"196cm / 6'5""",75kg / 165lbs,Left,71,CB,4,€1.5M,€4K,€3.3M,301,51,57,76,65,52,300,63,52,57,61,67,250,45,67,47,59,32,379,74,83,81,86,55,311,77,65,61,64,44,60,191,70,64,57,40,12,7,6,10,5,1772,387,1,57,59,60,61,67
M. Šarkić GK,24,68,74,"Stoke City
Jun 30, 2023 On loan",231028,"195cm / 6'5""",76kg / 168lbs,Right,68,GK,6,€1.5M,€16K,€0,82,11,13,18,27,13,97,12,18,12,30,25,200,40,33,33,66,28,181,50,52,20,42,17,80,20,6,6,22,26,27,44,11,19,14,337,68,66,67,68,68,1021,374,1,68,66,67,68,37
C. Bassogog ST RM RW,26,74,74,"Shanghai Shenhua
2021 ~ 2023",231138,"173cm / 5'8""",72kg / 159lbs,Left,74,ST,0,€4.7M,€14K,€7.3M,321,57,74,62,63,65,355,78,75,68,60,74,430,91,90,86,73,90,381,76,84,82,76,63,279,54,25,74,61,65,65,113,45,33,35,40,7,7,8,10,8,1919,412,1,90,71,62,77,38
J. Lewis LB LWB,24,71,75,"Newcastle United
2020 ~ 2025",231292,"178cm / 5'10""",70kg / 154lbs,Left,72,LWB,4,€2.5M,€35K,€4.9M,301,69,53,57,71,51,311,73,61,40,64,73,363,75,74,73,65,76,304,60,68,66,66,44,298,65,68,70,57,38,74,210,68,73,69,44,14,7,5,5,13,1831,400,1,74,53,65,73,69
R. Perraud LB,24,75,79,"Southampton
2021 ~ 2025",231318,"173cm / 5'8""",68kg / 150lbs,Left,76,CM,4,€7.5M,€36K,€14.8M,344,72,65,62,75,70,362,75,70,71,72,74,370,74,67,73,76,80,359,84,56,77,64,78,367,85,75,76,71,60,69,215,73,73,69,47,6,7,10,11,13,2064,433,1,70,72,73,75,72
J. Elías CM RM RWB,26,73,74,"San Lorenzo
2021 ~ 2023",231360,"175cm / 5'9""",69kg / 152lbs,Right,74,CM,1,€3.6M,€12K,€5.7M,302,69,50,61,75,47,332,70,61,53,74,74,352,70,67,70,71,74,355,68,70,85,66,66,341,74,70,66,74,57,71,205,67,68,70,50,9,6,13,9,13,1937,411,1,68,58,72,72,68
M. Browne LW LM CAM,24,65,68,"Oxford United
2022 ~ 2024",231442,"179cm / 5'10""",74kg / 163lbs,Right,65,LW,3,€975K,€3K,€1.8M,257,59,60,32,59,47,316,68,62,64,57,65,374,82,83,78,54,77,282,59,50,47,65,61,259,68,22,60,61,48,60,80,33,26,21,58,12,15,10,11,10,1626,356,1,83,59,60,67,27
C. Borthwick-Jackson LWB LB,25,62,63,"Burton Albion
2021 ~ 2023",231535,"189cm / 6'2""",73kg / 161lbs,Left,62,LWB,1,€425K,€1K,€776K,256,60,42,56,58,40,282,58,62,46,56,60,304,66,65,56,59,58,307,53,70,68,73,43,284,66,58,56,58,46,58,177,58,60,59,45,6,11,8,11,9,1655,355,1,65,45,58,58,59
N. D'Agostino ST,24,68,71,"Viking
2023 ~ 2026",231582,"175cm / 5'9""",77kg / 170lbs,Right,70,ST,3,€1.7M,€2K,€2.3M,314,55,70,63,62,64,295,67,60,42,58,68,393,82,83,83,66,79,383,68,90,86,81,58,258,52,29,63,60,54,65,96,39,31,26,55,14,8,14,11,8,1794,390,1,83,66,59,69,36
R. Del Castillo RW LW,26,73,73,"Brest
2021 ~ 2024",231612,"172cm / 5'8""",65kg / 143lbs,Left,73,RW,0,€3.3M,€21K,€6.6M,338,70,65,63,71,69,363,77,77,66,67,76,384,77,72,85,69,81,341,73,75,65,62,66,310,66,31,70,75,68,71,116,31,42,43,51,7,10,9,13,12,1903,392,1,74,67,71,77,39
Ontiveros LM LW,24,67,70,"Villarreal II
2022 ~ 2024",231640,"172cm / 5'8""",75kg / 165lbs,Right,68,CAM,3,€1.4M,€3K,€2.3M,300,72,68,32,69,59,355,70,70,76,69,70,320,64,62,60,57,77,278,70,34,54,50,70,275,43,36,66,62,68,62,100,41,32,27,43,6,8,6,11,12,1671,352,1,63,68,69,68,35
R. Pierre-Gabriel RB RWB,24,73,77,"Espanyol
Jun 30, 2023 On loan",231685,"177cm / 5'10""",80kg / 176lbs,Right,73,RB,4,€4.1M,€17K,€0,283,68,41,64,67,43,292,69,60,35,59,69,353,69,76,68,69,71,344,57,89,73,72,53,307,67,70,58,56,56,65,218,72,74,72,47,11,10,10,6,10,1844,395,1,73,48,62,69,71
L. Dimata ST,24,72,74,"NEC
Jun 30, 2023 On loan",231745,"185cm / 6'1""",81kg / 179lbs,Right,74,ST,2,€3.1M,€13K,€0,341,62,70,73,70,66,278,68,45,38,58,69,358,77,76,71,67,67,371,78,76,71,83,63,322,76,30,74,67,75,69,106,38,38,30,54,12,15,12,5,10,1830,395,1,76,70,63,69,39
Álvaro Tejero RB,25,72,75,"SD Eibar
2019 ~ 2024",231856,"174cm / 5'9""",69kg / 152lbs,Right,73,RM,3,€2.9M,€7K,€4.9M,296,72,64,55,67,38,342,69,72,67,64,70,394,78,82,84,66,84,363,70,76,91,60,66,330,63,67,69,69,62,66,198,64,66,68,46,13,7,10,9,7,1969,417,1,80,64,68,71,65
Toni Lato LB LWB LM,24,73,78,"Valencia
2015 ~ 2023",232008,"171cm / 5'7""",64kg / 141lbs,Left,73,LB,5,€4.3M,€20K,€9.4M,330,79,55,65,72,59,329,70,75,38,75,71,373,76,75,72,70,80,283,64,47,63,56,53,305,67,67,68,64,39,64,209,68,70,71,48,7,10,13,9,9,1877,401,1,75,56,71,71,68
Ç. Söyüncü CB,26,77,78,"Leicester City
2018 ~ 2023",232119,"185cm / 6'1""",82kg / 181lbs,Right,78,CB,1,€11M,€65K,€21.7M,281,46,39,74,74,48,270,62,39,39,64,66,335,64,76,64,76,55,332,65,76,65,82,44,308,86,76,42,52,52,76,227,75,77,75,34,6,7,7,7,7,1787,394,1,71,46,59,64,76
22 C. Martins CDM CM,24,69,75,"Spartak Moskva
2019 ~ 2023",232192,"187cm / 6'2""",80kg / 176lbs,Right,70,CDM,6,€2M,€18K,€3.6M,287,52,53,65,70,47,284,63,47,39,68,67,286,49,55,52,63,67,342,67,74,80,76,45,305,74,67,57,62,45,61,200,69,66,65,45,7,6,6,13,13,1749,375,1,52,54,62,63,67
S. Ascacíbar CDM CM,25,74,78,"Estudiantes
2023 ~ 2026",232244,"168cm / 5'6""",68kg / 150lbs,Right,75,CDM,4,€5.5M,€11K,€8.7M,270,53,49,47,74,47,280,60,47,41,65,67,380,74,64,81,73,88,341,56,80,84,57,64,306,88,77,31,62,48,71,226,75,77,74,44,6,10,5,14,9,1847,395,1,69,52,63,67,73
L. Amos CM CAM CDM,25,67,68,"Queens Park Rangers
2020 ~ 2023",232250,"179cm / 5'10""",72kg / 159lbs,Left,68,CM,1,€1.2M,€11K,€2.4M,258,57,49,44,72,36,305,65,54,48,71,67,315,57,55,66,67,70,314,62,65,66,57,64,300,67,65,57,66,45,66,194,62,68,64,54,11,8,14,12,9,1740,367,1,56,54,66,66,63
M. Travers GK,23,73,77,"AFC Bournemouth
2016 ~ 2027",232284,"191cm / 6'3""",82kg / 181lbs,Right,73,GK,4,€3.5M,€22K,€7.3M,108,16,14,15,50,13,104,13,14,14,44,19,234,41,38,39,69,47,219,53,63,30,60,13,112,23,13,11,47,18,47,43,14,15,14,361,73,69,70,73,76,1181,401,1,73,69,70,76,40
G. Acosta CM RM,34,72,72,"Atlético Tucumán
2019 ~ 2024",232692,"168cm / 5'6""",64kg / 141lbs,Right,72,CM,0,€1.1M,€10K,€1.6M,318,60,66,58,75,59,337,71,73,52,71,70,367,69,66,76,75,81,378,80,80,85,65,68,324,66,66,69,69,54,77,187,62,66,59,55,7,14,15,11,8,1966,410,1,67,68,69,72,63
J. Stage CM RM,25,72,74,"Werder Bremen
2022 ~ 2024",232711,"185cm / 6'1""",83kg / 183lbs,Right,75,CM,2,€2.9M,€17K,€5.4M,337,65,65,74,73,60,329,69,61,56,70,73,363,68,78,67,75,75,378,69,82,89,78,60,347,77,71,71,68,60,73,213,70,73,70,44,11,12,5,10,6,2011,432,1,74,65,69,71,72
K. Endo CAM CM LM,24,65,69,"Eintracht Braunschweig
Jun 30, 2023 On loan",232786,"175cm / 5'9""",70kg / 154lbs,Right,68,RM,4,€1M,€7K,€0,275,63,58,48,69,37,313,68,68,44,64,69,365,76,70,78,62,79,302,58,79,71,50,44,264,58,36,64,60,46,53,146,40,55,51,57,15,9,9,11,13,1722,364,1,73,54,64,69,46
J. Ito RM,29,78,78,"Stade de Reims 
2022 ~ 2026",232905,"176cm / 5'9""",66kg / 146lbs,Right,78,RM,0,€14M,€28K,€28M,332,75,71,44,73,69,354,78,68,66,65,77,412,91,86,84,74,77,376,68,87,89,61,71,341,64,67,75,78,57,77,171,54,61,56,52,13,12,15,5,7,2038,437,1,88,70,73,78,58
M. Smith CM,22,64,73,"Milton Keynes Dons
2022 ~ 2025",233050,"175cm / 5'9""",71kg / 157lbs,Right,66,CAM,9,€1.3M,€3K,€2.5M,266,60,55,47,66,38,314,64,63,56,66,65,360,69,71,80,63,77,323,62,67,72,65,57,294,65,59,60,65,45,67,177,60,59,58,53,13,6,11,12,11,1787,382,1,70,56,64,67,58
L. Bolton RM RB RW,22,64,69,"Salford City
2022 ~ 2024",233051,"174cm / 5'9""",72kg / 159lbs,Right,65,RM,5,€900K,€4K,€1.6M,258,61,50,52,59,36,280,65,61,39,52,63,360,80,75,75,59,71,327,56,81,82,62,46,292,65,55,57,59,56,56,167,55,57,55,44,12,6,9,11,6,1728,373,1,77,50,57,65,55
D. Dumfries RWB RM,26,81,82,"Inter
2021 ~ 2025",233096,"188cm / 6'2""",80kg / 176lbs,Right,81,RWB,1,€27.5M,€68K,€48.8M,342,77,67,84,76,38,323,72,69,35,71,76,374,77,87,69,81,60,393,68,90,92,89,54,344,83,78,76,59,48,74,232,76,79,77,54,10,10,7,13,14,2062,456,3,83,63,70,73,78
C. Mepham CB,24,71,74,"AFC Bournemouth
2019 ~ 2025",233201,"190cm / 6'3""",75kg / 165lbs,Right,73,CB,3,€2.3M,€22K,€4.8M,239,38,32,70,66,33,261,58,41,35,63,64,298,53,62,51,68,64,296,52,74,61,77,32,280,73,71,39,53,44,67,216,70,74,72,58,10,10,12,14,12,1648,354,1,58,37,55,60,72
K. Mac Allister CB RB,24,74,77,"Argentinos Juniors
2016 ~ 2023",233230,"175cm / 5'9""",72kg / 159lbs,Right,76,CB,3,€5M,€10K,€7.9M,291,59,53,71,71,37,278,70,38,41,58,71,384,82,71,82,72,77,358,57,83,90,73,55,327,80,72,66,64,45,71,224,75,75,74,41,8,6,7,12,8,1903,417,1,76,54,62,72,74
M. Turner GK,28,77,79,"Arsenal
2022 ~ 2024",233267,"190cm / 6'3""",79kg / 174lbs,Right,77,GK,2,€9M,€56K,€17.8M,82,13,15,14,24,16,96,16,13,14,29,24,241,38,39,48,74,42,222,50,55,35,64,18,136,25,27,15,55,14,59,33,11,11,11,374,76,75,67,79,77,1184,412,1,76,75,67,77,38
R. Kristensen RB RWB CB,24,75,80,"Leeds United
2022 ~ 2027",233301,"187cm / 6'2""",70kg / 154lbs,Right,76,RWB,5,€8M,€28K,€15.8M,342,74,64,73,68,63,326,72,64,56,64,70,353,69,74,66,75,69,384,75,82,85,75,67,346,74,73,71,66,62,69,219,73,74,72,44,10,9,9,6,10,2014,428,1,72,67,67,71,73
E. Cömert CB,24,74,79,"Valencia
2022 ~ 2026",233885,"183cm / 6'0""",80kg / 176lbs,Right,76,CB,5,€6M,€22K,€13.1M,267,49,30,73,74,41,286,41,48,59,67,71,357,72,76,69,73,67,384,76,85,76,80,67,295,72,76,33,59,55,63,218,73,73,72,32,6,8,5,7,6,1839,395,1,74,49,63,57,74
S. Villa LW RW,26,78,78,"Boca Juniors
2018 ~ 2024",233959,"179cm / 5'10""",71kg / 157lbs,Right,78,LW,0,€15.5M,€21K,€21.7M,301,72,74,35,70,50,358,82,71,72,60,73,424,93,94,92,71,74,363,80,61,85,64,73,302,55,26,78,70,73,68,96,45,25,26,46,9,10,6,8,13,1890,415,1,94,74,69,79,32
Cho Young Wook ST RM,23,69,75,"Gimcheon Sangmu
Jul 15, 2024 On loan",234222,"178cm / 5'10""",73kg / 161lbs,Right,71,ST,6,€2.2M,€4K,€0,310,54,72,59,59,66,320,71,70,55,54,70,404,82,85,88,67,82,350,71,69,81,64,65,287,63,30,70,59,65,59,64,33,19,12,55,13,10,12,10,10,1790,381,1,84,70,58,72,29
R. McCrorie CB RB RWB,24,69,74,"Aberdeen
2021 ~ 2026",234229,"187cm / 6'2""",80kg / 176lbs,Right,71,CDM,5,€1.9M,€4K,€3.5M,265,49,52,66,68,30,309,68,50,59,66,66,356,76,80,67,65,68,358,57,76,89,80,56,309,82,65,57,58,47,70,199,66,68,65,43,10,5,11,10,7,1839,407,1,78,53,61,67,66
M. Maolida LM ST,23,71,76,"Stade de Reims 
Jun 30, 2023 On loan",234333,"181cm / 5'11""",78kg / 172lbs,Right,73,CAM,5,€2.8M,€16K,€0,315,56,67,61,69,62,316,77,66,41,57,75,377,79,75,79,69,75,326,69,65,63,64,65,260,39,24,71,65,61,68,59,21,17,21,47,9,10,7,13,8,1700,365,1,77,67,62,76,24
İ. Eğribayat GK,24,69,73,"Fenerbahçe
2020 ~ 2025",234341,"193cm / 6'4""",79kg / 174lbs,Right,69,GK,4,€1.6M,€16K,€3.2M,83,12,6,14,44,7,95,12,13,10,44,16,235,47,48,48,65,27,203,55,62,21,59,6,107,18,13,7,51,18,37,43,18,14,11,347,68,67,73,67,72,1113,394,1,68,67,73,72,47
J. Okkels LW,22,67,75,"Elfsborg
2020 ~ 2024",234522,"183cm / 6'0""",75kg / 165lbs,Right,69,RM,8,€2.3M,€2K,€3.3M,277,60,60,40,64,53,286,67,55,40,60,64,386,83,82,81,62,78,310,60,54,72,63,61,274,58,40,66,66,44,64,114,35,34,45,50,7,12,13,12,6,1697,371,1,82,59,61,68,37
22 J. Quiñones ST RM CAM,24,74,78,"Atlas
2022 ~ 2026",234579,"177cm / 5'10""",78kg / 172lbs,Right,76,ST,4,€6M,€12K,€10.7M,344,58,76,72,69,69,307,79,51,42,55,80,395,87,88,83,69,68,374,68,84,88,75,59,269,60,21,70,58,60,65,99,25,46,28,51,8,12,11,8,12,1839,408,1,88,70,60,78,36
Salvi Sánchez RM LM,31,74,74,"Rayo Vallecano
2022 ~ 2024",234772,"175cm / 5'9""",64kg / 141lbs,Right,74,RM,0,€3.5M,€18K,€7.4M,319,74,65,43,73,64,361,73,72,70,71,75,392,79,86,77,67,83,282,68,58,63,34,59,296,53,39,69,72,63,66,116,36,39,41,44,10,12,7,9,6,1810,379,1,83,64,73,74,39
K. Pedersen LB CB,27,70,70,"FC Köln
2022 ~ 2024",234832,"191cm / 6'3""",83kg / 183lbs,Left,70,LB,0,€1.5M,€14K,€2.7M,259,64,30,72,65,28,242,65,41,25,47,64,302,61,67,56,70,48,324,49,70,85,81,39,282,72,69,56,55,30,65,204,68,70,66,49,6,7,7,15,14,1662,370,1,64,37,57,63,69
G. Konan LB LWB,26,77,78,"Al Nassr
2022 ~ 2025",235634,"176cm / 5'9""",71kg / 157lbs,Left,77,LB,1,€11.5M,€36K,€20.4M,312,75,45,60,74,58,323,76,72,32,68,75,397,85,78,73,76,85,338,63,70,87,67,51,323,70,73,71,68,41,74,221,73,76,72,37,8,5,5,11,8,1951,425,1,81,52,70,76,73
Rafael Ratão LW ST RW,26,74,74,"Toulouse
2021 ~ 2024",220581,"183cm / 6'0""",82kg / 181lbs,Right,74,LW,0,€4.6M,€19K,€9.2M,347,69,73,62,71,72,344,78,72,66,52,76,389,84,76,81,69,79,363,76,68,76,72,71,295,52,29,72,71,71,67,127,40,49,38,65,14,15,13,7,16,1930,410,1,80,73,68,77,43
Angeliño LWB LM,25,81,83,"TSG Hoffenheim
Jun 30, 2023 On loan",220651,"171cm / 5'7""",69kg / 152lbs,Left,82,LM,2,€29.5M,€54K,€0,363,87,70,63,80,63,403,83,83,76,80,81,401,85,67,85,79,85,363,80,72,84,60,67,364,77,78,77,77,55,79,224,76,74,74,58,13,6,13,13,13,2176,453,2,75,71,81,82,74
P. Billing CM CAM,26,76,78,"AFC Bournemouth
2019 ~ 2024",220714,"197cm / 6'6""",80kg / 176lbs,Left,78,CM,2,€9M,€44K,€18.7M,360,62,74,75,77,72,372,75,74,71,75,77,296,53,63,54,77,49,386,85,61,81,82,77,355,76,74,75,72,58,75,215,70,74,71,55,11,7,10,14,13,2039,432,1,59,76,72,72,73
R. Thomas CM CAM CDM,27,72,72,"New Zealand
Free",220763,"174cm / 5'9""",64kg / 141lbs,Right,72,CM,0,€0,€0,€0,308,66,64,42,75,61,348,76,62,63,73,74,364,75,68,75,72,74,340,68,77,72,60,63,351,73,72,69,74,63,72,179,62,58,59,45,10,12,6,8,9,1935,409,1,71,65,71,75,61
C. Starfelt CB,27,74,75,"Celtic
2021 ~ 2025",220821,"185cm / 6'1""",81kg / 179lbs,Right,75,CB,1,€4.2M,€39K,€7.9M,223,27,25,73,72,26,258,68,33,24,64,69,347,70,77,67,68,65,307,52,82,75,75,23,274,77,74,32,52,39,69,220,73,76,71,51,8,15,13,7,8,1680,376,1,74,31,53,68,74
D. Machado LWB LB,28,76,76,"Lens
2021 ~ 2026",220837,"180cm / 5'11""",75kg / 165lbs,Left,76,LWB,0,€7M,€29K,€13.3M,324,75,59,63,73,54,314,75,58,44,63,74,395,84,82,76,75,78,350,64,82,78,68,58,331,72,68,68,66,57,74,208,68,70,70,56,13,12,8,12,11,1978,426,1,83,60,68,75,68
R. Borré ST,26,77,78,"Eintracht Frankfurt
2021 ~ 2025",220883,"174cm / 5'9""",70kg / 154lbs,Right,78,ST,1,€12.5M,€31K,€22.2M,373,71,77,74,77,74,367,77,78,67,69,76,393,83,69,84,78,79,387,81,80,85,67,74,357,86,41,80,78,72,81,118,44,45,29,58,11,14,14,11,8,2053,425,1,75,77,74,78,45
C. Baker-Richardson ST,26,63,64,"Crewe Alexandra
2022 ~ 2024",220893,"188cm / 6'2""",73kg / 161lbs,Right,64,ST,1,€575K,€3K,€1M,259,28,62,62,51,56,239,58,50,38,30,63,308,65,73,51,59,60,357,65,82,72,77,61,238,44,20,63,52,59,60,61,21,22,18,58,12,15,8,9,14,1520,327,1,69,62,43,59,25
S. Driussi CAM CF,26,79,80,"Austin
2021 ~ 2024",221125,"179cm / 5'10""",79kg / 174lbs,Right,80,CAM,1,€20.5M,€12K,€31.3M,366,63,77,71,80,75,361,79,59,70,73,80,398,86,79,83,77,73,393,82,68,88,72,83,301,49,27,78,76,71,69,73,27,25,21,63,11,14,14,14,10,1955,414,1,82,79,73,79,30
D. Kownacki ST RM CAM,25,72,75,"Fortuna Düsseldorf
2019 ~ 2023",221168,"185cm / 6'1""",75kg / 165lbs,Right,74,ST,3,€3.1M,€18K,€5.2M,330,54,75,67,70,64,303,71,56,41,62,73,362,77,71,76,70,68,350,77,70,69,68,66,319,63,43,73,65,75,71,78,30,25,23,57,15,13,9,9,11,1799,382,1,74,73,62,72,34
M. Oršić LW LM ST,29,77,77,"Southampton
2023 ~ 2025",221174,"179cm / 5'10""",69kg / 152lbs,Right,77,LW,0,€10.5M,€59K,€20M,365,78,82,57,70,78,375,72,84,80,63,76,412,79,85,86,77,85,370,82,66,75,60,87,334,47,59,78,69,81,74,174,59,59,56,56,8,13,6,15,14,2086,433,2,82,83,72,76,59
O. Mfulu CDM CM,28,72,72,"Las Palmas
2021 ~ 2025",221556,"182cm / 6'0""",76kg / 168lbs,Right,72,CDM,0,€2.1M,€7K,€3.4M,277,47,50,69,71,40,295,67,44,45,69,70,365,75,76,75,69,70,348,62,72,77,81,56,322,68,74,65,66,49,71,207,69,70,68,57,15,6,12,12,12,1871,408,1,76,54,62,69,70
D. Dibusz GK,31,75,75,"Ferencváros
2014 ~ 2027",221610,"188cm / 6'2""",81kg / 179lbs,Right,75,GK,0,€3M,€800,€6.6M,86,14,15,18,23,16,91,16,14,19,22,20,161,27,20,21,72,21,159,53,34,19,36,17,89,20,19,13,18,19,65,45,12,15,18,368,77,72,71,69,79,999,392,2,77,72,71,79,24
V. Cabrera CB,29,69,69,"Tigre
2021 ~ 2023",221619,"182cm / 6'0""",77kg / 170lbs,Right,69,CB,0,€1.2M,€6K,€1.8M,248,45,34,65,73,31,250,60,34,30,67,59,307,64,67,55,60,61,292,45,61,69,71,46,268,80,70,26,48,44,55,208,70,70,68,61,15,14,15,10,7,1634,362,1,66,39,57,59,69
J. Staněk GK,26,78,80,"Viktoria Plzeň
2021 ~ 2025",221909,"191cm / 6'3""",93kg / 205lbs,Right,78,GK,2,€13M,€1K,€29.6M,84,16,15,12,22,19,102,17,17,22,19,27,202,36,35,27,73,31,215,51,54,26,68,16,99,18,15,12,17,37,48,44,16,13,15,382,78,75,68,80,81,1128,418,1,78,75,68,81,36
